hochua,gio,ngay,LVS,muc_nuoc,luu_luong_den_ho,luu_luong_xa
An Khê,14,06/03/2022,Ba,428.01,16.61,8
An Khê,15,06/03/2022,Ba,428.02,16.59,8
An Khê,16,06/03/2022,Ba,428.03,16.64,8
An Khê,17,06/03/2022,Ba,428.04,16.57,8
An Khê,18,06/03/2022,Ba,428.02,16.38,27.6
An Khê,19,06/03/2022,Ba,428,16.76,32
An Khê,20,06/03/2022,Ba,428,16.02,28
An Khê,21,06/03/2022,Ba,427.98,4.05,27.3
An Khê,22,06/03/2022,Ba,427.96,4.52,26.6
An Khê,23,06/03/2022,Ba,427.97,14.15,9.2
An Khê,0,07/03/2022,Ba,428,31.86,4
An Khê,1,07/03/2022,Ba,428.03,31.56,4
An Khê,2,07/03/2022,Ba,428.06,31.75,4
An Khê,3,07/03/2022,Ba,428.09,31.82,4
An Khê,4,07/03/2022,Ba,428.12,31.96,4
An Khê,5,07/03/2022,Ba,428.14,31.74,11
An Khê,6,07/03/2022,Ba,428.12,31.87,45.3
An Khê,7,07/03/2022,Ba,428.1,32.14,48.5
An Khê,8,07/03/2022,Ba,428.08,32.28,48.5
An Khê,9,07/03/2022,Ba,428.09,31.76,27.3
An Khê,10,07/03/2022,Ba,428.12,31.83,8
An Khê,11,07/03/2022,Ba,428.15,31.79,8
An Khê,12,07/03/2022,Ba,428.18,33.83,8
An Khê,13,07/03/2022,Ba,428.21,31.75,8
An Khê,14,07/03/2022,Ba,428.23,29.43,8
An Khê,15,07/03/2022,Ba,428.25,29.54,8
An Khê,16,07/03/2022,Ba,428.27,29.63,8
An Khê,17,07/03/2022,Ba,428.25,29.28,46.5
An Khê,18,07/03/2022,Ba,428.23,32.28,49.5
An Khê,19,07/03/2022,Ba,428.21,32.78,50
An Khê,20,07/03/2022,Ba,428.19,31.27,45.1
An Khê,21,07/03/2022,Ba,428.17,31.46,45.7
An Khê,22,07/03/2022,Ba,428.15,31.34,45.4
An Khê,23,07/03/2022,Ba,428.13,31.15,44.5
An Khê,0,08/03/2022,Ba,428.13,31.26,29.2
An Khê,1,08/03/2022,Ba,428.15,31.12,10
An Khê,2,08/03/2022,Ba,428.18,30.98,4
An Khê,3,08/03/2022,Ba,428.21,31.07,4
An Khê,4,08/03/2022,Ba,428.24,31.16,4
An Khê,5,08/03/2022,Ba,428.23,31.24,33.7
An Khê,6,08/03/2022,Ba,428.21,31.19,51.4
An Khê,7,08/03/2022,Ba,428.19,31.42,51.5
An Khê,8,08/03/2022,Ba,428.17,32.43,51.5
An Khê,9,08/03/2022,Ba,428.18,33.06,28.5
An Khê,10,08/03/2022,Ba,428.21,32.83,8
An Khê,11,08/03/2022,Ba,428.24,33.78,8
An Khê,12,08/03/2022,Ba,428.27,32.65,8
An Khê,13,08/03/2022,Ba,428.29,30.27,8
An Khê,14,08/03/2022,Ba,428.31,29.45,8
An Khê,15,08/03/2022,Ba,428.33,29.56,8
An Khê,16,08/03/2022,Ba,428.34,31.23,28.7
An Khê,17,08/03/2022,Ba,428.32,32.28,51.5
An Khê,18,08/03/2022,Ba,428.29,20.67,51.5
An Khê,19,08/03/2022,Ba,428.24,5.45,51.5
An Khê,20,08/03/2022,Ba,428.2,12.52,47.5
An Khê,21,08/03/2022,Ba,428.18,32.78,47.5
An Khê,22,08/03/2022,Ba,428.16,32.64,46.2
An Khê,23,08/03/2022,Ba,428.14,32.57,46
An Khê,0,09/03/2022,Ba,428.13,32.49,46
An Khê,1,09/03/2022,Ba,428.15,32.37,14.1
An Khê,2,09/03/2022,Ba,428.18,32.42,4
An Khê,3,09/03/2022,Ba,428.21,32.35,4
An Khê,4,09/03/2022,Ba,428.24,32.39,4
An Khê,5,09/03/2022,Ba,428.26,32.46,16
An Khê,6,09/03/2022,Ba,428.24,32.58,53
An Khê,7,09/03/2022,Ba,428.22,32.64,53
An Khê,8,09/03/2022,Ba,428.2,33.78,53
An Khê,9,09/03/2022,Ba,428.18,31.27,45.5
An Khê,10,09/03/2022,Ba,428.21,33.83,8
An Khê,11,09/03/2022,Ba,428.24,32.86,8
An Khê,12,09/03/2022,Ba,428.27,33.82,8
An Khê,13,09/03/2022,Ba,428.3,33.85,8
An Khê,14,09/03/2022,Ba,428.33,33.78,8
An Khê,15,09/03/2022,Ba,428.36,33.74,8
An Khê,16,09/03/2022,Ba,428.39,33.08,9.3
An Khê,17,09/03/2022,Ba,428.37,33.91,51.1
An Khê,18,09/03/2022,Ba,428.35,33.78,53
An Khê,19,09/03/2022,Ba,428.33,33.73,53
An Khê,20,09/03/2022,Ba,428.31,33.55,46.8
An Khê,21,09/03/2022,Ba,428.29,33.78,49
An Khê,22,09/03/2022,Ba,428.27,33.56,48
An Khê,23,09/03/2022,Ba,428.25,33.42,46
An Khê,0,10/03/2022,Ba,428.23,33.37,46
An Khê,1,10/03/2022,Ba,428.24,33.26,20.8
An Khê,2,10/03/2022,Ba,428.27,33.24,4
An Khê,3,10/03/2022,Ba,428.3,33.32,4
An Khê,4,10/03/2022,Ba,428.33,33.35,4
An Khê,5,10/03/2022,Ba,428.35,33.27,13.8
An Khê,6,10/03/2022,Ba,428.32,33.19,53
An Khê,7,10/03/2022,Ba,428.3,33.26,53
An Khê,8,10/03/2022,Ba,428.28,33.45,53
An Khê,9,10/03/2022,Ba,428.26,33.73,53
An Khê,10,10/03/2022,Ba,428.27,30.65,20
An Khê,11,10/03/2022,Ba,428.3,31.83,8
An Khê,12,10/03/2022,Ba,428.33,31.68,8
An Khê,13,10/03/2022,Ba,428.35,31.72,8
An Khê,14,10/03/2022,Ba,428.38,31.59,8
An Khê,15,10/03/2022,Ba,428.41,31.46,8
An Khê,16,10/03/2022,Ba,428.42,32.35,23.7
An Khê,17,10/03/2022,Ba,428.4,32.12,53
An Khê,18,10/03/2022,Ba,428.38,32.04,53
An Khê,19,10/03/2022,Ba,428.36,31.86,53
An Khê,20,10/03/2022,Ba,428.34,31.78,49
An Khê,21,10/03/2022,Ba,428.33,32.39,49
An Khê,22,10/03/2022,Ba,428.32,32.47,48.7
An Khê,23,10/03/2022,Ba,428.31,32.56,46.2
An Khê,0,11/03/2022,Ba,428.3,32.42,46
An Khê,1,11/03/2022,Ba,428.3,31.53,21.5
An Khê,2,11/03/2022,Ba,428.32,31.64,4
An Khê,3,11/03/2022,Ba,428.35,32.83,4
An Khê,4,11/03/2022,Ba,428.38,32.76,4
An Khê,5,11/03/2022,Ba,428.41,32.81,4
An Khê,6,11/03/2022,Ba,428.39,32.79,51.5
An Khê,7,11/03/2022,Ba,428.37,32.68,53
An Khê,8,11/03/2022,Ba,428.35,32.36,53
An Khê,9,11/03/2022,Ba,428.33,32.12,53
An Khê,10,11/03/2022,Ba,428.34,31.95,15.5
An Khê,11,11/03/2022,Ba,428.36,31.74,8
An Khê,12,11/03/2022,Ba,428.38,31.63,8
An Khê,13,11/03/2022,Ba,428.4,31.96,8
An Khê,14,11/03/2022,Ba,428.43,31.78,8
An Khê,15,11/03/2022,Ba,428.45,31.52,8
An Khê,16,11/03/2022,Ba,428.46,31.69,21.9
An Khê,17,11/03/2022,Ba,428.43,27.87,52.8
An Khê,18,11/03/2022,Ba,428.39,16.28,52.7
An Khê,19,11/03/2022,Ba,428.34,5.75,53
An Khê,20,11/03/2022,Ba,428.31,16.58,46.4
An Khê,21,11/03/2022,Ba,428.29,31.48,48.7
An Khê,22,11/03/2022,Ba,428.27,31.79,49
An Khê,23,11/03/2022,Ba,428.26,31.56,47.9
An Khê,0,12/03/2022,Ba,428.25,31.72,46.2
An Khê,1,12/03/2022,Ba,428.24,31.69,47.3
An Khê,2,12/03/2022,Ba,428.23,31.75,47.5
An Khê,3,12/03/2022,Ba,428.22,31.84,47.5
An Khê,4,12/03/2022,Ba,428.21,31.78,47.5
An Khê,5,12/03/2022,Ba,428.2,31.74,48.4
An Khê,6,12/03/2022,Ba,428.18,31.58,51.8
An Khê,7,12/03/2022,Ba,428.16,31.62,51.5
An Khê,8,12/03/2022,Ba,428.14,32.56,50.4
An Khê,9,12/03/2022,Ba,428.13,31.38,38.5
An Khê,10,12/03/2022,Ba,428.15,31.25,8
An Khê,11,12/03/2022,Ba,428.17,31.47,8
An Khê,12,12/03/2022,Ba,428.19,31.64,8
An Khê,13,12/03/2022,Ba,428.21,31.86,8
An Khê,14,12/03/2022,Ba,428.24,31.62,8
An Khê,15,12/03/2022,Ba,428.25,32.05,33.4
An Khê,16,12/03/2022,Ba,428.23,31.79,51.5
An Khê,17,12/03/2022,Ba,428.21,31.65,51.5
An Khê,18,12/03/2022,Ba,428.19,32.17,51.5
An Khê,19,12/03/2022,Ba,428.18,31.96,51.5
An Khê,20,12/03/2022,Ba,428.17,31.75,45.8
An Khê,21,12/03/2022,Ba,428.16,31.89,47.5
An Khê,22,12/03/2022,Ba,428.15,31.77,47.5
An Khê,23,12/03/2022,Ba,428.14,31.86,47.5
An Khê,0,13/03/2022,Ba,428.13,31.59,46.7
An Khê,1,13/03/2022,Ba,428.13,30.74,46
An Khê,2,13/03/2022,Ba,428.13,30.67,46
An Khê,3,13/03/2022,Ba,428.12,29.39,26.8
An Khê,4,13/03/2022,Ba,428.12,30.45,26
An Khê,5,13/03/2022,Ba,428.12,30.38,26.5
An Khê,6,13/03/2022,Ba,428.11,29.89,30.5
An Khê,7,13/03/2022,Ba,428.11,30.52,30.5
An Khê,8,13/03/2022,Ba,428.11,30.79,26.4
An Khê,9,13/03/2022,Ba,428.14,31.06,8
An Khê,10,13/03/2022,Ba,428.16,30.85,8
An Khê,11,13/03/2022,Ba,428.19,31.12,8
An Khê,12,13/03/2022,Ba,428.22,31.76,8
An Khê,13,13/03/2022,Ba,428.25,31.83,8
An Khê,14,13/03/2022,Ba,428.28,31.74,8
An Khê,15,13/03/2022,Ba,428.3,30.62,8
An Khê,16,13/03/2022,Ba,428.32,30.58,8
An Khê,17,13/03/2022,Ba,428.32,30.65,21.8
An Khê,18,13/03/2022,Ba,428.29,30.47,51.5
An Khê,19,13/03/2022,Ba,428.25,7.38,51.5
An Khê,20,13/03/2022,Ba,428.23,24.86,47.5
An Khê,21,13/03/2022,Ba,428.21,31.22,47.5
An Khê,22,13/03/2022,Ba,428.2,31.54,46.8
An Khê,23,13/03/2022,Ba,428.19,31.68,47.3
An Khê,0,14/03/2022,Ba,428.18,31.41,46
An Khê,1,14/03/2022,Ba,428.16,31.15,46
An Khê,2,14/03/2022,Ba,428.17,31.32,19.4
An Khê,3,14/03/2022,Ba,428.2,31.58,4
An Khê,4,14/03/2022,Ba,428.23,31.26,4
An Khê,5,14/03/2022,Ba,428.26,31.44,4
An Khê,6,14/03/2022,Ba,428.25,31.69,44.4
An Khê,7,14/03/2022,Ba,428.23,31.78,53
An Khê,8,14/03/2022,Ba,428.22,31.67,53
An Khê,9,14/03/2022,Ba,428.21,31.75,53
An Khê,10,14/03/2022,Ba,428.22,31.42,21.5
An Khê,11,14/03/2022,Ba,428.24,31.85,8
An Khê,12,14/03/2022,Ba,428.26,31.76,8
An Khê,13,14/03/2022,Ba,428.28,31.82,8
An Khê,14,14/03/2022,Ba,428.3,31.79,8
An Khê,15,14/03/2022,Ba,428.31,31.63,20.8
An Khê,16,14/03/2022,Ba,428.29,31.54,51.1
An Khê,17,14/03/2022,Ba,428.27,32.38,53
An Khê,18,14/03/2022,Ba,428.25,32.46,53
An Khê,19,14/03/2022,Ba,428.23,32.57,53
An Khê,20,14/03/2022,Ba,428.21,32.32,49
An Khê,21,14/03/2022,Ba,428.19,32.15,51
An Khê,22,14/03/2022,Ba,428.18,32.28,49.1
An Khê,23,14/03/2022,Ba,428.17,32.36,47.8
An Khê,0,15/03/2022,Ba,428.16,31.93,46
An Khê,1,15/03/2022,Ba,428.15,32.26,46
An Khê,2,15/03/2022,Ba,428.14,32.14,46
An Khê,3,15/03/2022,Ba,428.13,32.18,46
An Khê,4,15/03/2022,Ba,428.12,31.92,46
An Khê,5,15/03/2022,Ba,428.11,31.87,46
An Khê,6,15/03/2022,Ba,428.09,31.68,52.7
An Khê,7,15/03/2022,Ba,428.07,31.86,51.7
An Khê,8,15/03/2022,Ba,428.05,31.77,50
An Khê,9,15/03/2022,Ba,428.03,31.84,50
An Khê,10,15/03/2022,Ba,428.04,30.52,20.6
An Khê,11,15/03/2022,Ba,428.06,30.67,8
An Khê,12,15/03/2022,Ba,428.09,32.83,8
An Khê,13,15/03/2022,Ba,428.12,32.85,8
An Khê,14,15/03/2022,Ba,428.14,32.76,17.1
An Khê,15,15/03/2022,Ba,428.12,32.28,49.3
An Khê,16,15/03/2022,Ba,428.1,31.9,49.1
An Khê,17,15/03/2022,Ba,428.08,31.77,50
An Khê,18,15/03/2022,Ba,428.06,31.84,50
An Khê,19,15/03/2022,Ba,428.04,31.79,50
An Khê,20,15/03/2022,Ba,428.03,31.88,46
An Khê,21,15/03/2022,Ba,428.02,32.05,46
An Khê,22,15/03/2022,Ba,428.01,32.22,46
An Khê,23,15/03/2022,Ba,428.02,32.28,26.8
An Khê,0,16/03/2022,Ba,428.03,32.12,25
An Khê,1,16/03/2022,Ba,428.04,31.95,25
An Khê,2,16/03/2022,Ba,428.05,31.78,25
An Khê,3,16/03/2022,Ba,428.06,31.62,27.2
An Khê,4,16/03/2022,Ba,428.06,31.89,28
An Khê,5,16/03/2022,Ba,428.06,31.74,28
An Khê,6,16/03/2022,Ba,428.06,31.52,32
An Khê,7,16/03/2022,Ba,428.06,32.05,32
An Khê,8,16/03/2022,Ba,428.06,31.97,31
An Khê,9,16/03/2022,Ba,428.06,31.62,26
An Khê,10,16/03/2022,Ba,428.08,31.74,8
An Khê,11,16/03/2022,Ba,428.11,31.83,8
An Khê,12,16/03/2022,Ba,428.14,31.94,8
An Khê,13,16/03/2022,Ba,428.17,31.87,8
An Khê,14,16/03/2022,Ba,428.17,31.73,23.6
An Khê,15,16/03/2022,Ba,428.2,31.69,8
An Khê,16,16/03/2022,Ba,428.18,31.57,46.6
An Khê,17,16/03/2022,Ba,428.16,31.82,50
An Khê,18,16/03/2022,Ba,428.14,31.96,50
An Khê,19,16/03/2022,Ba,428.12,32.17,50
An Khê,20,16/03/2022,Ba,428.1,30.78,46
An Khê,21,16/03/2022,Ba,428.08,30.85,46
An Khê,22,16/03/2022,Ba,428.06,30.83,46
An Khê,23,16/03/2022,Ba,428.05,31.64,37.3
An Khê,0,17/03/2022,Ba,428.06,33.61,25
An Khê,1,17/03/2022,Ba,428.07,33.27,28
An Khê,2,17/03/2022,Ba,428.08,33.43,28
An Khê,3,17/03/2022,Ba,428.09,33.57,28
An Khê,4,17/03/2022,Ba,428.1,33.62,28
An Khê,5,17/03/2022,Ba,428.11,33.54,28
An Khê,6,17/03/2022,Ba,428.11,32.07,32
An Khê,7,17/03/2022,Ba,428.11,32.03,32
An Khê,8,17/03/2022,Ba,428.11,32.05,32
An Khê,9,17/03/2022,Ba,428.11,32.13,32
An Khê,10,17/03/2022,Ba,428.13,31.86,12.4
An Khê,11,17/03/2022,Ba,428.15,31.79,8
An Khê,12,17/03/2022,Ba,428.17,31.72,8
An Khê,13,17/03/2022,Ba,428.19,31.65,8
An Khê,14,17/03/2022,Ba,428.21,31.69,8
An Khê,15,17/03/2022,Ba,428.23,31.74,8
An Khê,16,17/03/2022,Ba,428.23,31.65,25.9
An Khê,17,17/03/2022,Ba,428.21,31.78,50
An Khê,18,17/03/2022,Ba,428.19,31.85,50
An Khê,19,17/03/2022,Ba,428.17,31.96,50
An Khê,20,17/03/2022,Ba,428.15,30.75,46
An Khê,21,17/03/2022,Ba,428.14,33.38,46
An Khê,22,17/03/2022,Ba,428.13,33.43,46
An Khê,23,17/03/2022,Ba,428.12,33.54,46
An Khê,0,18/03/2022,Ba,428.11,33.62,46
An Khê,1,18/03/2022,Ba,428.1,33.89,42.5
An Khê,2,18/03/2022,Ba,428.11,33.45,27.7
An Khê,3,18/03/2022,Ba,428.12,33.53,28
An Khê,4,18/03/2022,Ba,428.13,33.57,28
An Khê,5,18/03/2022,Ba,428.14,33.64,28
An Khê,6,18/03/2022,Ba,428.14,32.08,32
An Khê,7,18/03/2022,Ba,428.14,32.06,32
An Khê,8,18/03/2022,Ba,428.14,31.98,32
An Khê,9,18/03/2022,Ba,428.13,31.57,32
An Khê,10,18/03/2022,Ba,428.14,31.41,22.8
An Khê,11,18/03/2022,Ba,428.16,31.37,8
An Khê,12,18/03/2022,Ba,428.18,31.42,8
An Khê,13,18/03/2022,Ba,428.2,31.39,8
An Khê,14,18/03/2022,Ba,428.22,31.32,8
An Khê,15,18/03/2022,Ba,428.22,31.36,25.5
An Khê,16,18/03/2022,Ba,428.2,31.45,45.5
An Khê,17,18/03/2022,Ba,428.18,31.78,50
An Khê,18,18/03/2022,Ba,428.17,32.54,50
An Khê,19,18/03/2022,Ba,428.16,32.96,49.8
An Khê,20,18/03/2022,Ba,428.15,32.94,44.6
An Khê,21,18/03/2022,Ba,428.14,32.78,46
An Khê,22,18/03/2022,Ba,428.13,32.67,46
An Khê,23,18/03/2022,Ba,428.12,32.56,46
An Khê,0,19/03/2022,Ba,428.11,32.48,46
An Khê,1,19/03/2022,Ba,428.1,30.27,37.9
An Khê,2,19/03/2022,Ba,428.11,33.53,28
An Khê,3,19/03/2022,Ba,428.12,33.56,28
An Khê,4,19/03/2022,Ba,428.13,33.47,28
An Khê,5,19/03/2022,Ba,428.14,33.62,28
An Khê,6,19/03/2022,Ba,428.14,32.03,32
An Khê,7,19/03/2022,Ba,428.14,32.05,32
An Khê,8,19/03/2022,Ba,428.14,32,32
An Khê,9,19/03/2022,Ba,428.13,31.67,32
An Khê,10,19/03/2022,Ba,428.15,31.53,12
An Khê,11,19/03/2022,Ba,428.17,30.27,8
An Khê,12,19/03/2022,Ba,428.19,29.43,8
An Khê,13,19/03/2022,Ba,428.21,29.54,8
An Khê,14,19/03/2022,Ba,428.23,29.63,8
An Khê,15,19/03/2022,Ba,428.24,31.31,22.7
An Khê,16,19/03/2022,Ba,428.22,32.78,50
An Khê,17,19/03/2022,Ba,428.2,32.75,50
An Khê,18,19/03/2022,Ba,428.18,32.67,50
An Khê,19,19/03/2022,Ba,428.16,32.58,50
An Khê,20,19/03/2022,Ba,428.14,32.46,44.9
An Khê,21,19/03/2022,Ba,428.12,32.37,46
An Khê,22,19/03/2022,Ba,428.11,32.54,46
An Khê,23,19/03/2022,Ba,428.1,32.68,46
An Khê,0,20/03/2022,Ba,428.09,32.75,46
An Khê,1,20/03/2022,Ba,428.08,32.79,40.4
An Khê,2,20/03/2022,Ba,428.08,32.86,27.7
An Khê,3,20/03/2022,Ba,428.09,32.97,28
An Khê,4,20/03/2022,Ba,428.09,33.05,28
An Khê,5,20/03/2022,Ba,428.1,32.96,28
An Khê,6,20/03/2022,Ba,428.1,32.73,32
An Khê,7,20/03/2022,Ba,428.11,32.84,21.6
An Khê,8,20/03/2022,Ba,428.14,33.83,8
An Khê,9,20/03/2022,Ba,428.17,33.87,8
An Khê,10,20/03/2022,Ba,428.2,33.78,8
An Khê,11,20/03/2022,Ba,428.23,33.74,8
An Khê,12,20/03/2022,Ba,428.26,33.69,8
An Khê,13,20/03/2022,Ba,428.29,33.65,8
An Khê,14,20/03/2022,Ba,428.31,30.67,8
An Khê,15,20/03/2022,Ba,428.33,29.85,8
An Khê,16,20/03/2022,Ba,428.35,29.82,8
An Khê,17,20/03/2022,Ba,428.34,31.69,50.3
An Khê,18,20/03/2022,Ba,428.32,32.78,50
An Khê,19,20/03/2022,Ba,428.28,8.56,50
An Khê,20,20/03/2022,Ba,428.23,4.41,45.5
An Khê,21,20/03/2022,Ba,428.18,5.61,45.7
An Khê,22,20/03/2022,Ba,428.17,31.34,38
An Khê,23,20/03/2022,Ba,428.2,33.47,4
An Khê,0,21/03/2022,Ba,428.22,33.54,14.5
An Khê,1,21/03/2022,Ba,428.25,33.76,7.2
An Khê,2,21/03/2022,Ba,428.28,33.82,4
An Khê,3,21/03/2022,Ba,428.31,33.89,4
An Khê,4,21/03/2022,Ba,428.34,33.72,4
An Khê,5,21/03/2022,Ba,428.37,33.64,4
An Khê,6,21/03/2022,Ba,428.36,33.68,35.8
An Khê,7,21/03/2022,Ba,428.33,33.79,53
An Khê,8,21/03/2022,Ba,428.3,33.73,53
An Khê,9,21/03/2022,Ba,428.29,32.27,36.9
An Khê,10,21/03/2022,Ba,428.32,33.83,8
An Khê,11,21/03/2022,Ba,428.35,33.76,8
An Khê,12,21/03/2022,Ba,428.38,33.72,8
An Khê,13,21/03/2022,Ba,428.41,33.69,8
An Khê,14,21/03/2022,Ba,428.44,33.65,8
An Khê,15,21/03/2022,Ba,428.44,35.37,35.4
An Khê,16,21/03/2022,Ba,428.42,35.78,53
An Khê,17,21/03/2022,Ba,428.39,32.67,53
An Khê,18,21/03/2022,Ba,428.36,32.63,53
An Khê,19,21/03/2022,Ba,428.34,34.74,53
An Khê,20,21/03/2022,Ba,428.32,32.78,49
An Khê,21,21/03/2022,Ba,428.3,31.75,49
An Khê,22,21/03/2022,Ba,428.28,31.83,49
An Khê,23,21/03/2022,Ba,428.26,31.78,49
An Khê,0,22/03/2022,Ba,428.24,31.69,49
An Khê,1,22/03/2022,Ba,428.22,32.76,49
An Khê,2,22/03/2022,Ba,428.2,32.73,49
An Khê,3,22/03/2022,Ba,428.19,34.03,46.6
An Khê,4,22/03/2022,Ba,428.18,35.39,46
An Khê,5,22/03/2022,Ba,428.17,35.57,46.8
An Khê,6,22/03/2022,Ba,428.15,35.72,52.9
An Khê,7,22/03/2022,Ba,428.13,32.78,50
An Khê,8,22/03/2022,Ba,428.11,32.74,50
An Khê,9,22/03/2022,Ba,428.09,32.68,50
An Khê,10,22/03/2022,Ba,428.09,32.85,32.9
An Khê,11,22/03/2022,Ba,428.08,32.49,38.1
An Khê,12,22/03/2022,Ba,428.1,32.62,12.9
An Khê,13,22/03/2022,Ba,428.12,32.78,8
An Khê,14,22/03/2022,Ba,428.15,33.16,8
An Khê,15,22/03/2022,Ba,428.18,33.24,16.4
An Khê,16,22/03/2022,Ba,428.19,33.58,32
An Khê,17,22/03/2022,Ba,428.2,33.35,32
An Khê,18,22/03/2022,Ba,428.2,33.52,32
An Khê,19,22/03/2022,Ba,428.2,33.47,32
An Khê,20,22/03/2022,Ba,428.21,33.61,28
An Khê,21,22/03/2022,Ba,428.22,33.54,28
An Khê,22,22/03/2022,Ba,428.22,32.73,28
An Khê,23,22/03/2022,Ba,428.22,32.68,28
An Khê,0,23/03/2022,Ba,428.22,32.71,28
An Khê,1,23/03/2022,Ba,428.23,33.62,28
An Khê,2,23/03/2022,Ba,428.23,33.59,28
An Khê,3,23/03/2022,Ba,428.24,33.65,28
An Khê,4,23/03/2022,Ba,428.24,33.57,28
An Khê,5,23/03/2022,Ba,428.25,33.76,28
An Khê,6,23/03/2022,Ba,428.25,33.64,32
An Khê,7,23/03/2022,Ba,428.25,33.55,31.6
An Khê,8,23/03/2022,Ba,428.25,32.89,32
An Khê,9,23/03/2022,Ba,428.25,32.72,29.9
An Khê,10,23/03/2022,Ba,428.27,33.14,17.2
An Khê,11,23/03/2022,Ba,428.3,33.83,8
An Khê,12,23/03/2022,Ba,428.33,33.25,8
An Khê,13,23/03/2022,Ba,428.35,32.96,8
An Khê,14,23/03/2022,Ba,428.38,33.34,8
An Khê,15,23/03/2022,Ba,428.4,33.12,8
An Khê,16,23/03/2022,Ba,428.39,32.85,40.8
An Khê,17,23/03/2022,Ba,428.37,28.87,54.5
An Khê,18,23/03/2022,Ba,428.34,21.06,54.5
An Khê,19,23/03/2022,Ba,428.32,32.82,54.5
An Khê,20,23/03/2022,Ba,428.31,33.91,49.5
An Khê,21,23/03/2022,Ba,428.3,33.84,50.5
An Khê,22,23/03/2022,Ba,428.29,33.79,50.5
An Khê,23,23/03/2022,Ba,428.27,33.68,50.5
An Khê,0,24/03/2022,Ba,428.25,33.75,50.5
An Khê,1,24/03/2022,Ba,428.23,33.62,49
An Khê,2,24/03/2022,Ba,428.21,33.37,49
An Khê,3,24/03/2022,Ba,428.19,33.28,49
An Khê,4,24/03/2022,Ba,428.18,33.64,46.3
An Khê,5,24/03/2022,Ba,428.17,33.39,46
An Khê,6,24/03/2022,Ba,428.16,33.83,51.4
An Khê,7,24/03/2022,Ba,428.15,33.76,53
An Khê,8,24/03/2022,Ba,428.14,33.85,53
An Khê,9,24/03/2022,Ba,428.12,33.92,53
An Khê,10,24/03/2022,Ba,428.12,33.53,27.5
An Khê,11,24/03/2022,Ba,428.15,33.41,8
An Khê,12,24/03/2022,Ba,428.18,33.32,8
An Khê,13,24/03/2022,Ba,428.2,33.25,8
An Khê,14,24/03/2022,Ba,428.23,33.08,8
An Khê,15,24/03/2022,Ba,428.25,33.46,8
An Khê,16,24/03/2022,Ba,428.25,32.87,23.6
An Khê,17,24/03/2022,Ba,428.25,32.95,30.3
An Khê,18,24/03/2022,Ba,428.23,22.82,31.5
An Khê,19,24/03/2022,Ba,428.19,19.33,37.2
An Khê,20,24/03/2022,Ba,428.19,19.29,28
An Khê,21,24/03/2022,Ba,428.19,32.65,28
An Khê,22,24/03/2022,Ba,428.2,33.58,28
An Khê,23,24/03/2022,Ba,428.21,33.74,28
An Khê,0,25/03/2022,Ba,428.22,33.62,28
An Khê,1,25/03/2022,Ba,428.23,35.78,27.2
An Khê,2,25/03/2022,Ba,428.24,35.71,26.5
An Khê,3,25/03/2022,Ba,428.25,36.08,27.5
An Khê,4,25/03/2022,Ba,428.26,36.22,27.6
An Khê,5,25/03/2022,Ba,428.27,35.73,27.1
An Khê,6,25/03/2022,Ba,428.27,33.25,31.2
An Khê,7,25/03/2022,Ba,428.27,33.46,30.6
An Khê,8,25/03/2022,Ba,428.27,33.12,30.5
An Khê,9,25/03/2022,Ba,428.27,32.94,30.8
An Khê,10,25/03/2022,Ba,428.29,32.78,11.4
An Khê,11,25/03/2022,Ba,428.31,32.69,8
An Khê,12,25/03/2022,Ba,428.34,32.83,8
An Khê,13,25/03/2022,Ba,428.36,33.05,8
An Khê,14,25/03/2022,Ba,428.39,33.21,8
An Khê,15,25/03/2022,Ba,428.4,33.36,28.3
An Khê,16,25/03/2022,Ba,428.39,33.52,48.1
An Khê,17,25/03/2022,Ba,428.37,33.34,53
An Khê,18,25/03/2022,Ba,428.36,33.68,53
An Khê,19,25/03/2022,Ba,428.35,33.72,53
An Khê,20,25/03/2022,Ba,428.33,32.78,49
An Khê,21,25/03/2022,Ba,428.31,32.74,49
An Khê,22,25/03/2022,Ba,428.29,32.67,49
An Khê,23,25/03/2022,Ba,428.27,32.63,49
An Khê,0,26/03/2022,Ba,428.25,32.58,49
An Khê,1,26/03/2022,Ba,428.24,34.53,49
An Khê,2,26/03/2022,Ba,428.23,34.64,49
An Khê,3,26/03/2022,Ba,428.22,34.57,49
An Khê,4,26/03/2022,Ba,428.21,34.48,49
An Khê,5,26/03/2022,Ba,428.2,34.45,49
An Khê,6,26/03/2022,Ba,428.18,34.78,53
An Khê,7,26/03/2022,Ba,428.16,34.55,51.8
An Khê,8,26/03/2022,Ba,428.14,33.68,51.5
An Khê,9,26/03/2022,Ba,428.13,33.24,41.4
An Khê,10,26/03/2022,Ba,428.16,33.83,8
An Khê,11,26/03/2022,Ba,428.18,32.96,8
An Khê,12,26/03/2022,Ba,428.21,33.15,8
An Khê,13,26/03/2022,Ba,428.24,33.38,8
An Khê,14,26/03/2022,Ba,428.27,33.04,8
An Khê,15,26/03/2022,Ba,428.3,33.46,8
An Khê,16,26/03/2022,Ba,428.29,32.92,37.8
An Khê,17,26/03/2022,Ba,428.27,32.78,50
An Khê,18,26/03/2022,Ba,428.25,32.64,50
An Khê,19,26/03/2022,Ba,428.23,32.79,50
An Khê,20,26/03/2022,Ba,428.22,33.39,46
