hochua,gio,ngay,LVS,muc_nuoc,luu_luong_den_ho,luu_luong_xa
Ka Nak,6,31/05/2021,Ba,498.57,3.35,37.4
Ka Nak,7,31/05/2021,Ba,498.55,3.28,37.4
Ka Nak,8,31/05/2021,Ba,498.54,3.16,37.4
Ka Nak,9,31/05/2021,Ba,498.53,3.05,10.6
Ka Nak,10,31/05/2021,Ba,498.53,3.01,0
Ka Nak,11,31/05/2021,Ba,498.53,2.98,0
Ka Nak,12,31/05/2021,Ba,498.53,2.91,0
Ka Nak,13,31/05/2021,Ba,498.53,2.78,0
Ka Nak,14,31/05/2021,Ba,498.53,2.72,0
Ka Nak,15,31/05/2021,Ba,498.53,2.56,0
Ka Nak,16,31/05/2021,Ba,498.52,2.49,16.5
Ka Nak,17,31/05/2021,Ba,498.5,2.43,38
Ka Nak,18,31/05/2021,Ba,498.48,2.41,38
Ka Nak,19,31/05/2021,Ba,498.47,2.28,38
Ka Nak,20,31/05/2021,Ba,498.46,2.45,17.7
Ka Nak,21,31/05/2021,Ba,498.45,2.2,19
Ka Nak,22,31/05/2021,Ba,498.43,2.16,38
Ka Nak,23,31/05/2021,Ba,498.41,2.13,38
Ka Nak,0,01/06/2021,Ba,498.4,2.1,38
Ka Nak,1,01/06/2021,Ba,498.38,2.06,38
Ka Nak,2,01/06/2021,Ba,498.36,2.04,38
Ka Nak,3,01/06/2021,Ba,498.35,2.01,38
Ka Nak,4,01/06/2021,Ba,498.34,2.07,38
Ka Nak,5,01/06/2021,Ba,498.33,2.12,38
Ka Nak,6,01/06/2021,Ba,498.32,2.16,38
Ka Nak,7,01/06/2021,Ba,498.31,2.19,38
Ka Nak,8,01/06/2021,Ba,498.29,2.57,38
Ka Nak,9,01/06/2021,Ba,498.28,2.73,24.7
Ka Nak,10,01/06/2021,Ba,498.28,2.81,0
Ka Nak,11,01/06/2021,Ba,498.28,3.01,0
Ka Nak,12,01/06/2021,Ba,498.28,3.09,0
Ka Nak,13,01/06/2021,Ba,498.28,3.21,0
Ka Nak,14,01/06/2021,Ba,498.28,3.25,0
Ka Nak,15,01/06/2021,Ba,498.29,3.43,0
Ka Nak,16,01/06/2021,Ba,498.28,3.57,28.5
Ka Nak,17,01/06/2021,Ba,498.26,3.71,38
Ka Nak,18,01/06/2021,Ba,498.25,3.95,38
Ka Nak,19,01/06/2021,Ba,498.23,3.76,38
Ka Nak,20,01/06/2021,Ba,498.22,3.49,38
Ka Nak,21,01/06/2021,Ba,498.2,3.14,38
Ka Nak,22,01/06/2021,Ba,498.18,3.1,38
Ka Nak,23,01/06/2021,Ba,498.17,3.16,38
Ka Nak,0,02/06/2021,Ba,498.15,3.18,38
Ka Nak,1,02/06/2021,Ba,498.13,2.31,38
Ka Nak,2,02/06/2021,Ba,498.11,2.22,38
Ka Nak,3,02/06/2021,Ba,498.09,2.64,38
Ka Nak,4,02/06/2021,Ba,498.08,2.48,38
Ka Nak,5,02/06/2021,Ba,498.07,2.71,38
Ka Nak,6,02/06/2021,Ba,498.05,2.49,38
Ka Nak,7,02/06/2021,Ba,498.04,2.45,38
Ka Nak,8,02/06/2021,Ba,498.02,2.31,38
Ka Nak,9,02/06/2021,Ba,498,2.26,38
Ka Nak,10,02/06/2021,Ba,497.99,2.09,38
Ka Nak,11,02/06/2021,Ba,497.98,2.35,31.4
Ka Nak,12,02/06/2021,Ba,497.97,2.47,20
Ka Nak,13,02/06/2021,Ba,497.96,2.48,27.4
Ka Nak,14,02/06/2021,Ba,497.94,2.75,38
Ka Nak,15,02/06/2021,Ba,497.92,2.88,38
Ka Nak,16,02/06/2021,Ba,497.9,3.01,38
Ka Nak,17,02/06/2021,Ba,497.88,3.02,38
Ka Nak,18,02/06/2021,Ba,497.87,3.07,38
Ka Nak,19,02/06/2021,Ba,497.85,2.91,38
Ka Nak,20,02/06/2021,Ba,497.84,2.31,38
Ka Nak,21,02/06/2021,Ba,497.82,2.34,38
Ka Nak,22,02/06/2021,Ba,497.8,2.31,38
Ka Nak,23,02/06/2021,Ba,497.79,2.25,38
Ka Nak,0,03/06/2021,Ba,497.77,2.21,38
Ka Nak,1,03/06/2021,Ba,497.76,2.31,38
Ka Nak,2,03/06/2021,Ba,497.75,2.65,38
Ka Nak,3,03/06/2021,Ba,497.74,2.32,38
Ka Nak,4,03/06/2021,Ba,497.73,2.48,38
Ka Nak,5,03/06/2021,Ba,497.72,2.36,38
Ka Nak,6,03/06/2021,Ba,497.71,2.31,38
Ka Nak,7,03/06/2021,Ba,497.69,2.25,38
Ka Nak,8,03/06/2021,Ba,497.67,2.06,38
Ka Nak,9,03/06/2021,Ba,497.65,1.92,38
Ka Nak,10,03/06/2021,Ba,497.63,1.83,38
Ka Nak,11,03/06/2021,Ba,497.62,1.74,38
Ka Nak,12,03/06/2021,Ba,497.6,1.89,38
Ka Nak,13,03/06/2021,Ba,497.58,2.18,38
Ka Nak,14,03/06/2021,Ba,497.57,2.26,38
Ka Nak,15,03/06/2021,Ba,497.55,2.41,38
Ka Nak,16,03/06/2021,Ba,497.53,2.35,38
Ka Nak,17,03/06/2021,Ba,497.51,2.24,38
Ka Nak,18,03/06/2021,Ba,497.49,2.13,38
Ka Nak,19,03/06/2021,Ba,497.48,2.19,38
Ka Nak,20,03/06/2021,Ba,497.46,2.21,38
Ka Nak,21,03/06/2021,Ba,497.45,2.45,38
Ka Nak,22,03/06/2021,Ba,497.43,2.32,38
Ka Nak,23,03/06/2021,Ba,497.41,2.38,38
Ka Nak,0,04/06/2021,Ba,497.39,2.29,38
Ka Nak,1,04/06/2021,Ba,497.38,2.2,38
Ka Nak,2,04/06/2021,Ba,497.36,1.98,38
Ka Nak,3,04/06/2021,Ba,497.34,1.92,38
Ka Nak,4,04/06/2021,Ba,497.32,1.85,38
Ka Nak,5,04/06/2021,Ba,497.3,1.72,38
Ka Nak,6,04/06/2021,Ba,497.29,1.77,38
Ka Nak,7,04/06/2021,Ba,497.27,1.69,38
Ka Nak,8,04/06/2021,Ba,497.25,1.53,38
Ka Nak,9,04/06/2021,Ba,497.25,1.42,1.9
Ka Nak,10,04/06/2021,Ba,497.25,1.28,0
Ka Nak,11,04/06/2021,Ba,497.25,1.16,0
Ka Nak,12,04/06/2021,Ba,497.25,1.33,0
Ka Nak,13,04/06/2021,Ba,497.25,1.56,0
Ka Nak,14,04/06/2021,Ba,497.25,1.64,0
Ka Nak,15,04/06/2021,Ba,497.24,1.81,35.3
Ka Nak,16,04/06/2021,Ba,497.22,2.05,39.2
Ka Nak,17,04/06/2021,Ba,497.2,2.18,39.2
Ka Nak,18,04/06/2021,Ba,497.19,2.27,39.2
Ka Nak,19,04/06/2021,Ba,497.17,2.32,39.2
Ka Nak,20,04/06/2021,Ba,497.15,2.3,39.2
Ka Nak,21,04/06/2021,Ba,497.13,2.27,39.2
Ka Nak,22,04/06/2021,Ba,497.12,2.29,39.2
Ka Nak,23,04/06/2021,Ba,497.1,2.18,39.2
Ka Nak,0,05/06/2021,Ba,497.08,2.15,39.2
Ka Nak,1,05/06/2021,Ba,497.06,1.98,39.2
Ka Nak,2,05/06/2021,Ba,497.04,1.91,39.2
Ka Nak,3,05/06/2021,Ba,497.02,1.87,39.2
Ka Nak,4,05/06/2021,Ba,497,1.79,39.2
Ka Nak,5,05/06/2021,Ba,496.98,1.71,39.2
Ka Nak,6,05/06/2021,Ba,496.96,2.02,39.2
Ka Nak,7,05/06/2021,Ba,496.94,2.07,39.2
Ka Nak,8,05/06/2021,Ba,496.92,1.86,39.2
Ka Nak,9,05/06/2021,Ba,496.9,1.69,39.2
Ka Nak,10,05/06/2021,Ba,496.9,1.54,17.6
Ka Nak,11,05/06/2021,Ba,496.9,1.38,0
Ka Nak,12,05/06/2021,Ba,496.9,1.24,0
Ka Nak,13,05/06/2021,Ba,496.9,1.15,0
Ka Nak,14,05/06/2021,Ba,496.9,1.26,0
Ka Nak,15,05/06/2021,Ba,496.89,1.33,8.2
Ka Nak,16,05/06/2021,Ba,496.87,1.19,39.2
Ka Nak,17,05/06/2021,Ba,496.85,1.06,39.2
Ka Nak,18,05/06/2021,Ba,496.83,1.17,39.2
Ka Nak,19,05/06/2021,Ba,496.81,1.24,39.2
Ka Nak,20,05/06/2021,Ba,496.79,1.45,39.2
Ka Nak,21,05/06/2021,Ba,496.77,1.67,39.2
Ka Nak,22,05/06/2021,Ba,496.76,1.89,39.2
Ka Nak,23,05/06/2021,Ba,496.74,1.92,39.2
Ka Nak,0,06/06/2021,Ba,496.72,1.98,39.2
Ka Nak,1,06/06/2021,Ba,496.7,2.01,39.2
Ka Nak,2,06/06/2021,Ba,496.69,2.05,16.3
Ka Nak,3,06/06/2021,Ba,496.69,2.11,0
Ka Nak,4,06/06/2021,Ba,496.69,2.15,0
Ka Nak,5,06/06/2021,Ba,496.69,2.2,0
Ka Nak,6,06/06/2021,Ba,496.69,2.04,0
Ka Nak,7,06/06/2021,Ba,496.69,1.97,0
Ka Nak,8,06/06/2021,Ba,496.69,1.87,0
Ka Nak,9,06/06/2021,Ba,496.7,1.84,0
Ka Nak,10,06/06/2021,Ba,496.7,1.8,0
Ka Nak,11,06/06/2021,Ba,496.7,1.77,0
Ka Nak,12,06/06/2021,Ba,496.7,1.75,0
Ka Nak,13,06/06/2021,Ba,496.7,1.71,0
Ka Nak,14,06/06/2021,Ba,496.7,1.37,0
Ka Nak,15,06/06/2021,Ba,496.69,1.26,26.1
Ka Nak,16,06/06/2021,Ba,496.67,1.32,39.2
Ka Nak,17,06/06/2021,Ba,496.67,1.46,39.2
Ka Nak,18,06/06/2021,Ba,496.64,1.3,39.2
Ka Nak,19,06/06/2021,Ba,496.62,1.35,39.2
Ka Nak,20,06/06/2021,Ba,496.6,1.19,39.2
Ka Nak,21,06/06/2021,Ba,496.59,1.34,39.2
Ka Nak,22,06/06/2021,Ba,496.59,1.52,0
Ka Nak,23,06/06/2021,Ba,496.59,1.74,0
Ka Nak,0,07/06/2021,Ba,496.59,1.96,0
Ka Nak,1,07/06/2021,Ba,496.59,2.03,0
Ka Nak,2,07/06/2021,Ba,496.59,2.07,0
Ka Nak,3,07/06/2021,Ba,496.59,2.13,0
Ka Nak,4,07/06/2021,Ba,496.59,2.16,0
Ka Nak,5,07/06/2021,Ba,496.59,2.11,0
Ka Nak,6,07/06/2021,Ba,496.59,1.95,0
Ka Nak,7,07/06/2021,Ba,496.6,1.91,0
Ka Nak,8,07/06/2021,Ba,496.6,1.84,0
Ka Nak,9,07/06/2021,Ba,496.6,1.8,0
Ka Nak,10,07/06/2021,Ba,496.6,1.77,0
Ka Nak,11,07/06/2021,Ba,496.6,1.74,0
Ka Nak,12,07/06/2021,Ba,496.6,1.7,0
Ka Nak,13,07/06/2021,Ba,496.59,1.64,5.7
Ka Nak,14,07/06/2021,Ba,496.57,1.6,36.2
Ka Nak,15,07/06/2021,Ba,496.55,1.73,36.2
Ka Nak,16,07/06/2021,Ba,496.53,1.7,36.2
Ka Nak,17,07/06/2021,Ba,496.51,1.67,36.2
Ka Nak,18,07/06/2021,Ba,496.49,1.62,36.2
Ka Nak,19,07/06/2021,Ba,496.47,1.57,36.2
Ka Nak,20,07/06/2021,Ba,496.45,1.51,36.2
Ka Nak,21,07/06/2021,Ba,496.43,1.38,36.2
Ka Nak,22,07/06/2021,Ba,496.41,1.35,36.2
Ka Nak,23,07/06/2021,Ba,496.39,1.34,36.2
Ka Nak,0,08/06/2021,Ba,496.38,1.28,36.2
Ka Nak,1,08/06/2021,Ba,496.36,1.24,36.2
Ka Nak,2,08/06/2021,Ba,496.34,1.21,36.2
Ka Nak,3,08/06/2021,Ba,496.32,1.09,36.2
Ka Nak,4,08/06/2021,Ba,496.3,1.08,36.2
Ka Nak,5,08/06/2021,Ba,496.28,1.05,36.2
Ka Nak,6,08/06/2021,Ba,496.26,1.15,36.2
Ka Nak,7,08/06/2021,Ba,496.24,1.23,36.2
Ka Nak,8,08/06/2021,Ba,496.22,1.26,36.2
Ka Nak,9,08/06/2021,Ba,496.2,1.23,36.2
Ka Nak,10,08/06/2021,Ba,496.18,1.2,36.2
Ka Nak,11,08/06/2021,Ba,496.15,1.1,36.2
Ka Nak,12,08/06/2021,Ba,496.13,1.08,36.2
Ka Nak,13,08/06/2021,Ba,496.11,1.05,36.2
Ka Nak,14,08/06/2021,Ba,496.09,1.03,36.2
Ka Nak,15,08/06/2021,Ba,496.07,1.07,36.2
Ka Nak,16,08/06/2021,Ba,496.05,1.09,36.2
Ka Nak,17,08/06/2021,Ba,496.03,1.13,36.2
Ka Nak,18,08/06/2021,Ba,496.01,1.27,36.2
Ka Nak,19,08/06/2021,Ba,496,1.29,36.2
Ka Nak,20,08/06/2021,Ba,495.98,1.42,36.2
Ka Nak,21,08/06/2021,Ba,495.96,1.48,36.2
Ka Nak,22,08/06/2021,Ba,495.94,1.49,36.2
Ka Nak,23,08/06/2021,Ba,495.92,1.56,36.2
Ka Nak,0,09/06/2021,Ba,495.9,1.62,36.2
Ka Nak,1,09/06/2021,Ba,495.89,1.81,36.2
Ka Nak,2,09/06/2021,Ba,495.87,2.03,36.2
Ka Nak,3,09/06/2021,Ba,495.85,2.05,36.2
Ka Nak,4,09/06/2021,Ba,495.83,2.09,36.2
Ka Nak,5,09/06/2021,Ba,495.81,2.11,36.2
Ka Nak,6,09/06/2021,Ba,495.79,2.16,36.2
Ka Nak,7,09/06/2021,Ba,495.77,2.08,36.2
Ka Nak,8,09/06/2021,Ba,495.75,2.03,36.2
Ka Nak,9,09/06/2021,Ba,495.73,1.98,36.2
Ka Nak,10,09/06/2021,Ba,495.71,1.92,36.2
Ka Nak,11,09/06/2021,Ba,495.69,1.87,36.2
Ka Nak,12,09/06/2021,Ba,495.68,1.89,36.2
Ka Nak,13,09/06/2021,Ba,495.66,1.76,36.2
Ka Nak,14,09/06/2021,Ba,495.64,1.72,36.2
Ka Nak,15,09/06/2021,Ba,495.62,1.68,36.2
Ka Nak,16,09/06/2021,Ba,495.6,1.85,36.2
Ka Nak,17,09/06/2021,Ba,495.58,1.88,34.1
Ka Nak,18,09/06/2021,Ba,495.57,1.93,18.1
Ka Nak,19,09/06/2021,Ba,495.56,1.77,18.1
Ka Nak,20,09/06/2021,Ba,495.55,1.59,18.1
Ka Nak,21,09/06/2021,Ba,495.54,1.42,18.1
Ka Nak,22,09/06/2021,Ba,495.53,1.26,18.1
Ka Nak,23,09/06/2021,Ba,495.52,1.17,18.1
Ka Nak,0,10/06/2021,Ba,495.51,1.08,18.1
Ka Nak,1,10/06/2021,Ba,495.5,1.05,18.1
Ka Nak,2,10/06/2021,Ba,495.49,1.12,18.1
Ka Nak,3,10/06/2021,Ba,495.48,1.19,12.1
Ka Nak,4,10/06/2021,Ba,495.48,1.26,10.3
Ka Nak,5,10/06/2021,Ba,495.47,1.41,18.1
Ka Nak,6,10/06/2021,Ba,495.46,1.57,10.9
Ka Nak,7,10/06/2021,Ba,495.47,1.68,0
Ka Nak,8,10/06/2021,Ba,495.47,2.02,0
Ka Nak,9,10/06/2021,Ba,495.47,2.11,0
Ka Nak,10,10/06/2021,Ba,495.47,2.45,0
Ka Nak,11,10/06/2021,Ba,495.47,2.87,0
Ka Nak,12,10/06/2021,Ba,495.47,2.94,0
Ka Nak,13,10/06/2021,Ba,495.48,3.26,0
Ka Nak,14,10/06/2021,Ba,495.48,3.32,0
Ka Nak,15,10/06/2021,Ba,495.48,3.38,17.5
Ka Nak,16,10/06/2021,Ba,495.47,3.25,18.1
Ka Nak,17,10/06/2021,Ba,495.46,3.2,18.1
Ka Nak,18,10/06/2021,Ba,495.46,3.17,18.1
Ka Nak,19,10/06/2021,Ba,495.45,2.99,9.7
Ka Nak,20,10/06/2021,Ba,495.45,2.83,0
Ka Nak,21,10/06/2021,Ba,495.45,2.69,0
Ka Nak,22,10/06/2021,Ba,495.46,2.52,0
Ka Nak,23,10/06/2021,Ba,495.46,2.34,0
Ka Nak,0,11/06/2021,Ba,495.46,2.21,0
Ka Nak,1,11/06/2021,Ba,495.46,2.14,0
Ka Nak,2,11/06/2021,Ba,495.46,2.35,0
Ka Nak,3,11/06/2021,Ba,495.46,2.47,0
Ka Nak,4,11/06/2021,Ba,495.46,2.63,0
Ka Nak,5,11/06/2021,Ba,495.47,2.77,0
Ka Nak,6,11/06/2021,Ba,495.47,2.96,0
Ka Nak,7,11/06/2021,Ba,495.47,2.84,0
Ka Nak,8,11/06/2021,Ba,495.47,3.12,0
Ka Nak,9,11/06/2021,Ba,495.47,3.54,0
Ka Nak,10,11/06/2021,Ba,495.48,3.87,0
Ka Nak,11,11/06/2021,Ba,495.48,4.02,0
Ka Nak,12,11/06/2021,Ba,495.48,4.23,0
Ka Nak,13,11/06/2021,Ba,495.48,4.31,0
Ka Nak,14,11/06/2021,Ba,495.48,4.38,14.8
Ka Nak,15,11/06/2021,Ba,495.47,4.2,18.1
Ka Nak,16,11/06/2021,Ba,495.46,4.07,18.1
Ka Nak,17,11/06/2021,Ba,495.46,3.98,18.1
Ka Nak,18,11/06/2021,Ba,495.45,3.87,18.1
Ka Nak,19,11/06/2021,Ba,495.44,3.65,18.1
Ka Nak,20,11/06/2021,Ba,495.44,3.51,18.1
Ka Nak,21,11/06/2021,Ba,495.43,3.34,18.1
Ka Nak,22,11/06/2021,Ba,495.42,3.15,18.1
Ka Nak,23,11/06/2021,Ba,495.42,2.97,18.1
Ka Nak,0,12/06/2021,Ba,495.41,2.91,18.1
Ka Nak,1,12/06/2021,Ba,495.4,2.75,18.1
Ka Nak,2,12/06/2021,Ba,495.4,2.63,18.1
Ka Nak,3,12/06/2021,Ba,495.39,2.48,18.1
Ka Nak,4,12/06/2021,Ba,495.38,2.32,18.1
Ka Nak,5,12/06/2021,Ba,495.37,2.17,18.1
Ka Nak,6,12/06/2021,Ba,495.36,2.05,18.1
Ka Nak,7,12/06/2021,Ba,495.36,2.24,18.1
Ka Nak,8,12/06/2021,Ba,495.35,2.27,18.1
Ka Nak,9,12/06/2021,Ba,495.34,2.31,18.1
Ka Nak,10,12/06/2021,Ba,495.33,2.39,18.1
Ka Nak,11,12/06/2021,Ba,495.33,2.53,3
Ka Nak,12,12/06/2021,Ba,495.33,2.57,0
Ka Nak,13,12/06/2021,Ba,495.33,2.59,0
Ka Nak,14,12/06/2021,Ba,495.33,2.81,7.5
Ka Nak,15,12/06/2021,Ba,495.32,2.89,18.1
Ka Nak,16,12/06/2021,Ba,495.31,3.01,18.1
Ka Nak,17,12/06/2021,Ba,495.3,3.03,18.1
Ka Nak,18,12/06/2021,Ba,495.3,3.06,18.1
Ka Nak,19,12/06/2021,Ba,495.29,2.92,14.5
Ka Nak,20,12/06/2021,Ba,495.29,2.86,0
Ka Nak,21,12/06/2021,Ba,495.29,2.81,0
Ka Nak,22,12/06/2021,Ba,495.29,2.72,0
Ka Nak,23,12/06/2021,Ba,495.29,2.59,0
Ka Nak,0,13/06/2021,Ba,495.29,2.51,0
Ka Nak,1,13/06/2021,Ba,495.29,2.89,0
Ka Nak,2,13/06/2021,Ba,495.3,3.01,0
Ka Nak,3,13/06/2021,Ba,495.3,3.21,0
Ka Nak,4,13/06/2021,Ba,495.3,3.32,0
Ka Nak,5,13/06/2021,Ba,495.3,3.27,0
Ka Nak,6,13/06/2021,Ba,495.3,2.96,0
Ka Nak,7,13/06/2021,Ba,495.3,2.88,0
Ka Nak,8,13/06/2021,Ba,495.3,2.57,0
Ka Nak,9,13/06/2021,Ba,495.3,2.33,0
Ka Nak,10,13/06/2021,Ba,495.31,2.26,0
Ka Nak,11,13/06/2021,Ba,495.31,2.21,0
Ka Nak,12,13/06/2021,Ba,495.31,2.09,0
Ka Nak,13,13/06/2021,Ba,495.31,2.04,0
Ka Nak,14,13/06/2021,Ba,495.31,1.96,0
Ka Nak,15,13/06/2021,Ba,495.31,1.91,0
Ka Nak,16,13/06/2021,Ba,495.31,1.78,0
Ka Nak,17,13/06/2021,Ba,495.32,2.15,0
Ka Nak,18,13/06/2021,Ba,495.32,2.37,0
Ka Nak,19,13/06/2021,Ba,495.32,2.62,0
Ka Nak,20,13/06/2021,Ba,495.32,2.34,0
Ka Nak,21,13/06/2021,Ba,495.32,1.89,0
Ka Nak,22,13/06/2021,Ba,495.32,1.8,0
Ka Nak,23,13/06/2021,Ba,495.32,1.78,0
Ka Nak,0,14/06/2021,Ba,495.33,1.64,0
Ka Nak,1,14/06/2021,Ba,495.33,1.6,0
Ka Nak,2,14/06/2021,Ba,495.33,1.71,0
Ka Nak,3,14/06/2021,Ba,495.33,1.77,0
Ka Nak,4,14/06/2021,Ba,495.33,2.31,0
Ka Nak,5,14/06/2021,Ba,495.34,2.46,0
Ka Nak,6,14/06/2021,Ba,495.34,2.55,0
Ka Nak,7,14/06/2021,Ba,495.34,2.64,0
Ka Nak,8,14/06/2021,Ba,495.34,2.51,2.7
Ka Nak,9,14/06/2021,Ba,495.33,2.39,18.1
Ka Nak,10,14/06/2021,Ba,495.32,2.26,18.1
Ka Nak,11,14/06/2021,Ba,495.32,2.13,0.9
Ka Nak,12,14/06/2021,Ba,495.32,2.05,0
Ka Nak,13,14/06/2021,Ba,495.32,2.21,0
Ka Nak,14,14/06/2021,Ba,495.32,2.28,10.3
Ka Nak,15,14/06/2021,Ba,495.31,2.37,18.1
Ka Nak,16,14/06/2021,Ba,495.3,2.45,18.1
Ka Nak,17,14/06/2021,Ba,495.3,2.64,18.1
Ka Nak,18,14/06/2021,Ba,495.29,2.53,18.1
Ka Nak,19,14/06/2021,Ba,495.28,2.38,18.1
Ka Nak,20,14/06/2021,Ba,495.27,2.26,18.1
Ka Nak,21,14/06/2021,Ba,495.26,2.21,18.1
Ka Nak,22,14/06/2021,Ba,495.25,2.15,18.1
Ka Nak,23,14/06/2021,Ba,495.24,2.11,18.1
Ka Nak,0,15/06/2021,Ba,495.24,2.31,18.9
Ka Nak,1,15/06/2021,Ba,495.24,3.46,0
Ka Nak,2,15/06/2021,Ba,495.25,3.57,0
Ka Nak,3,15/06/2021,Ba,495.25,3.61,0
Ka Nak,4,15/06/2021,Ba,495.25,3.74,0
Ka Nak,5,15/06/2021,Ba,495.25,3.7,0
Ka Nak,6,15/06/2021,Ba,495.26,3.68,0
Ka Nak,7,15/06/2021,Ba,495.26,3.63,0
Ka Nak,8,15/06/2021,Ba,495.27,3.49,0
Ka Nak,9,15/06/2021,Ba,495.27,3.35,0
Ka Nak,10,15/06/2021,Ba,495.27,3.19,0
Ka Nak,11,15/06/2021,Ba,495.28,3.05,0
Ka Nak,12,15/06/2021,Ba,495.28,2.87,0
Ka Nak,13,15/06/2021,Ba,495.28,2.74,0
Ka Nak,14,15/06/2021,Ba,495.28,2.56,0
Ka Nak,15,15/06/2021,Ba,495.28,2.41,0
Ka Nak,16,15/06/2021,Ba,495.28,2.63,0
Ka Nak,17,15/06/2021,Ba,495.29,2.78,0
Ka Nak,18,15/06/2021,Ba,495.29,2.88,0
Ka Nak,19,15/06/2021,Ba,495.29,3.06,0
Ka Nak,20,15/06/2021,Ba,495.29,2.89,0
Ka Nak,21,15/06/2021,Ba,495.29,2.81,0
Ka Nak,22,15/06/2021,Ba,495.3,2.75,0
Ka Nak,23,15/06/2021,Ba,495.3,2.71,0
Ka Nak,0,16/06/2021,Ba,495.3,2.67,0
Ka Nak,1,16/06/2021,Ba,495.31,3.46,0
Ka Nak,2,16/06/2021,Ba,495.31,3.49,0
Ka Nak,3,16/06/2021,Ba,495.31,3.17,0
Ka Nak,4,16/06/2021,Ba,495.32,3.46,0
Ka Nak,5,16/06/2021,Ba,495.32,3.75,0
Ka Nak,6,16/06/2021,Ba,495.32,3.62,0
Ka Nak,7,16/06/2021,Ba,495.33,3.72,0
Ka Nak,8,16/06/2021,Ba,495.33,3.91,0
Ka Nak,9,16/06/2021,Ba,495.33,4.12,0
Ka Nak,10,16/06/2021,Ba,495.33,4.28,0
Ka Nak,11,16/06/2021,Ba,495.34,4.37,0
Ka Nak,12,16/06/2021,Ba,495.34,4.51,0
Ka Nak,13,16/06/2021,Ba,495.34,4.65,0
Ka Nak,14,16/06/2021,Ba,495.35,4.83,0
Ka Nak,15,16/06/2021,Ba,495.35,5.06,0
Ka Nak,16,16/06/2021,Ba,495.35,5.18,0
Ka Nak,17,16/06/2021,Ba,495.35,4.97,0
Ka Nak,18,16/06/2021,Ba,495.36,4.82,0
Ka Nak,19,16/06/2021,Ba,495.36,4.68,0
Ka Nak,20,16/06/2021,Ba,495.36,4.61,0
Ka Nak,21,16/06/2021,Ba,495.36,4.53,0
Ka Nak,22,16/06/2021,Ba,495.36,4.42,0
Ka Nak,23,16/06/2021,Ba,495.37,4.49,0
Ka Nak,0,17/06/2021,Ba,495.37,3.98,0
Ka Nak,1,17/06/2021,Ba,495.37,3.93,0
Ka Nak,2,17/06/2021,Ba,495.37,3.87,0
Ka Nak,3,17/06/2021,Ba,495.37,4.01,0
Ka Nak,4,17/06/2021,Ba,495.38,4.17,0
Ka Nak,5,17/06/2021,Ba,495.38,4.21,0
Ka Nak,6,17/06/2021,Ba,495.38,4.26,0
Ka Nak,7,17/06/2021,Ba,495.38,4.32,0
Ka Nak,8,17/06/2021,Ba,495.38,3.61,0
Ka Nak,9,17/06/2021,Ba,495.38,3.05,0
Ka Nak,10,17/06/2021,Ba,495.39,2.98,0
Ka Nak,11,17/06/2021,Ba,495.39,2.91,0
Ka Nak,12,17/06/2021,Ba,495.39,2.85,0
Ka Nak,13,17/06/2021,Ba,495.39,2.78,0
Ka Nak,14,17/06/2021,Ba,495.39,2.72,0
Ka Nak,15,17/06/2021,Ba,495.39,2.53,0
Ka Nak,16,17/06/2021,Ba,495.39,2.47,0
Ka Nak,17,17/06/2021,Ba,495.39,2.45,0
Ka Nak,18,17/06/2021,Ba,495.39,2.41,0
Ka Nak,19,17/06/2021,Ba,495.4,2.29,0
Ka Nak,20,17/06/2021,Ba,495.4,2.32,0
Ka Nak,21,17/06/2021,Ba,495.4,2.37,0
Ka Nak,22,17/06/2021,Ba,495.4,2.21,0
Ka Nak,23,17/06/2021,Ba,495.4,2.16,0
Ka Nak,0,18/06/2021,Ba,495.4,2.11,0
Ka Nak,1,18/06/2021,Ba,495.4,2.07,0
Ka Nak,2,18/06/2021,Ba,495.4,2.02,0
Ka Nak,3,18/06/2021,Ba,495.41,2.14,0
Ka Nak,4,18/06/2021,Ba,495.41,2.17,0
Ka Nak,5,18/06/2021,Ba,495.41,2.22,0
Ka Nak,6,18/06/2021,Ba,495.41,2.31,0
Ka Nak,7,18/06/2021,Ba,495.41,2.37,0
Ka Nak,8,18/06/2021,Ba,495.41,2.35,0
Ka Nak,9,18/06/2021,Ba,495.41,2.27,0
Ka Nak,10,18/06/2021,Ba,495.42,2.25,0
Ka Nak,11,18/06/2021,Ba,495.42,2.21,0
Ka Nak,12,18/06/2021,Ba,495.42,2.26,0
Ka Nak,13,18/06/2021,Ba,495.42,2.38,0
Ka Nak,14,18/06/2021,Ba,495.42,2.35,0
Ka Nak,15,18/06/2021,Ba,495.42,2.32,0
Ka Nak,16,18/06/2021,Ba,495.43,2.35,0
Ka Nak,17,18/06/2021,Ba,495.43,2.31,0
Ka Nak,18,18/06/2021,Ba,495.43,2.37,0
Ka Nak,19,18/06/2021,Ba,495.43,2.41,0
Ka Nak,20,18/06/2021,Ba,495.43,2.63,0
Ka Nak,21,18/06/2021,Ba,495.43,2.69,0
Ka Nak,22,18/06/2021,Ba,495.43,2.78,0
Ka Nak,23,18/06/2021,Ba,495.43,2.79,0
Ka Nak,0,19/06/2021,Ba,495.44,2.82,0
Ka Nak,1,19/06/2021,Ba,495.44,3.01,0
Ka Nak,2,19/06/2021,Ba,495.44,3.05,0
Ka Nak,3,19/06/2021,Ba,495.44,3.09,0
